# POS,ID,PosScore,NegScore,SynsetTerms,Gloss
a,508480,0.25,0.5,??i_kháng#5,"??i l?p sâu s?c, m?t m?t m?t còn, không th? dung hoà ???c v?i nhau; ""mâu thu?n ??i kháng"""
a,508592,0.125,0.625,xung_??t#1,"va ch?m, ch?ng ??i nhau do mâu thu?n gay g?t ; ""xung ??t l?i ích c?a khai thác g? và các nhà b?o t?n"""
a,512130,0.75,0,có th?m_quy?n#3,"h?p pháp ?? ?i?u ki?n ho?c ??; ""m?t tòa án có th?m quy?n"", ""có th?m quy?n ch?ng"""
a,513799,0,0.75,phàn_nàn#1,"nói ra n?i bu?n b?c, không v?a ý ?? mong có s? ??ng c?m, ??ng tình ; ""m?t ông ch? phàn nàn"""
a,514396,0.5,0,nén#1,"có kh? n?ng b? nén, làm nh? g?n h?n, ""v?t li?u ?óng gói nén"", ""m?t h?p nén"""
a,523068,0.75,0,toàn_di?n#2,"có ho?c hi?n th? t?t c? các ??c tính c?n thi?t cho ??y ??, ""m?t cu?c kh?ng ho?ng  tài chính toàn di?n """
a,522463,0.875,0,tri?t_??#1,"th?c hi?n toàn di?n và hoàn toàn; ""m?t cu?c cách m?ng toàn di?n"""
a,531087,0.625,0,th?n_nhiên#1,"có dáng v? t? nhiên nh? th??ng, coi nh? không có gì x?y ra ; ""nét m?t nó th?n nhiên"""
a,534524,0.125,0.5,khó_hi?u#1,"không rõ ràng ?? hi?u bi?t ; ""bài toán th?t khó hi?u"""
a,539389,0,0.625,??n_??c#3,"ch? riêng m?t mình, tách kh?i quan h? v?i ??ng lo?i ; ""s?ng ??n ??c m?t mình"""
a,541823,0,0.5,m?t_?? th?p#2,"có n?ng ?? th?p; ""m?t ?? th?p khu v?c ?ô th?"""
a,543603,0.5,0.375,liên_quan#1,"có m?i quan h? nào ?ó v?i nhau; ""cha m? có liên quan c?a ng??i ph?m t?i tr? trung"""
a,545746,0.125,0.625,th?_?#1,"t? ra l?nh nh?t, không h? quan tâm, ?? ý t?i, không h? có chút tình c?m gì ; ""th? ? v?i th?i cu?c"""
a,551695,0,0.625,t?m_th?i#1,"không ph?i cu?i cùng hay tuy?t ??i; ""Ngh? ??nh này là t?m th?i và không tuy?t ??i"""
a,554302,0,0.5,chia_r? bè_phái#1,"b?t ??ng (??c bi?t là ý ki?n b?t ??ng v?i ý ki?n ?a s?); ""trong m?t l?p mà  chia r? bè phái"""
a,558373,0,0.75,gi?i_h?n#2,"ph?m vi, m?c ?? nh?t ??nh, không th? ho?c không ???c phép v??t qua ; ""s?c l?c con ng??i là có gi?i h?n"""
a,560900,0.75,0,hòa_??ng#2,"thân thi?n,thích nghi v?i môi tr??ng m?i; ""anh ta là ng??i là hòa ??ng"""
a,561359,0,0.625,ph?n_c?m#5,"gây ra ph?n ?ng tiêu c?c, làm cho c?m th?y b?c mình, khó ch?u (th??ng nói v? ng??i th??ng th?c ngh? thu?t); ""b?c tranh gây ph?n c?m cho ng??i xem"""
a,562308,0.625,0,hài_hòa#3,"phù h?p v?i nh?ng th? còn l?i; ""nh?ng b? qu?n áo phù h?p ???c hài hòa v?i quân ??i c?a mình mang"""
a,575126,0,0.5,b?o_th? c?c_?oan#1,"???c ??y t?i m?c quá ?áng, t?i c?c ?? ; ""thái ?? c?c ?oan"""
a,579084,0.75,0,d?_th?y#1,"rõ ràng b?ng m?t ho?c tâm trí, ""d? th?y cái tháp ? m?t kho?ng cách xa"""
a,579622,0.5,0,n?i_ti?ng#2 l?n#5,"d? th?y ? v? trí hay t?m quan tr?ng; ""m?t nhân v?t l?n trong phong trào"", ""ng??i ?àn ông l?n tu?i trong tr??ng"", ""anh ta r?t l?n trong gi?i tài chính"";"
a,579881,0.5,0,??m#2,"rõ ràng và riêng bi?t; ""??m ch? vi?t tay"", ""m?t nhân v?t trong c?u tr? kh?c ??m"", ""m?t thi?t k? ??m"""
a,581401,0.125,0.5,vô_hình#2 không d?_th?y#1,"không n?i b?t ho?c không d? dàng nh?n th?y; ""ông ??y chu?i thông qua m?t l? h?ng không d? th?y"", ""ng??i ?àn ông vô hình"""
a,582164,0.25,0.75,không_th? nh?n_rõ#1,"khó ho?c không th? nh?n th?c, phân bi?t, ""t?ng nhi?t ?? không th? nh?n rõ?"""
a,582314,0.625,0,phân_bi?t#1,"có kh? n?ng ???c xem là khác nhau ho?c khác bi?t; ""m?t d? án phân bi?t thành b?n giai ?o?n c?a ti?n b?"", ""phân bi?t s? khác nhau gi?a c?p song sinh """
a,586183,0,0.625,phá_h?y#1,"gây phá h?y ho?c thi?t h?i nhi?u, ""m?t chính sách sai có th? phá ho?i n?n kinh t?"""
a,587697,0,0.75,tàn_phá#3,"phá ho?i n?ng n? trên m?t ph?m vi r?ng ;  ""c?n bão tàn phá nhi?u nhá c?a"""
a,589448,0.25,0.5,t?_mãn#1 t? hài_lòng#1,"t? l?y làm tho? mãn v? nh?ng gì mình ?ã ??t ???c, mà không c?n ph?i c? g?ng h?n n?a; ""nó t? mãn v?i nh?ng gì ??t ???c"""
a,589624,0.125,0.75,b?t_mãn#1,"không b?ng lòng do không ???c tho? mãn ?i?u gì ?ó mà t? ngh? là mình ?áng ???c h??ng; ""thái ?? b?t mãn"""
a,597424,0.125,0.5,liên_t?c#2,"ti?p n?i nhau thành m?t quá trình không b? gián ?o?n; ""qu?n áo thay ??i liên t?c"""
a,601032,0,0.625,hung_h?ng#1,"có dáng v? s?n sàng có nh?ng hành ??ng thô b?o ch?ng l?i ng??i khác; ""?i?u b? hung h?ng"""
a,604617,0.625,0.25,thu?n_ti?n#1,"phù h?p v?i s? tho?i mái hay m?c ?ích c?a b?n hay nhu c?u; ""m?t lý do thu?n ti?n cho không"""
a,605128,0.125,0.75,b?t_ti?n#1,"không phù h?p v?i s? tho?i mái c?a b?n, m?c ?ích ho?c các nhu c?u ;""th?t là b?t ti?n không có ?i?n tho?i trong nhà b?p"", ""h?i tr??ng l?i là m?t n?i b?t ti?n cho ?i?n tho?i"""
a,605406,0,0.75,v?ng#1,"không khéo trong ho?t ??ng chân tay, nên k?t qu? ??t ???c th??ng không t?t, không ??p; ""n?u ?n v?ng"""
a,605893,0.5,0,nh?n_???c#2,"ch?p nh?n r?ng rãi nh? là ?úng hay x?ng ?áng, ""tôi v?a  nh?n ???c ý m?t t??ng ??c ?áo"""
a,607421,0,0.625,thông_th??ng#4,"h??ng có, th??ng th?y, không có gì l? ho?c ??c bi?t ; ""?? dùng thông th??ng"""
a,615191,0.5,0,?áng_tin_c?y#3,"xu?t hi?n ?? x?ng ?áng ni?m tin ho?c ch?p nh?n, ""m?t nhân ch?ng ?áng tin c?y"""
a,623261,0,0.875,hoang_s?#2,"r?t hoang d?i, nh? ? th?i s? khai, nguyên thu?; ""r?ng núi hoang s?"""
a,621857,0,0.75,b?n_th?u d?_b?n#2,"phi ??o ??c ho?c không trung th?c ; ""m?t k? ho?ch  b?n th?u d? b?n"""
a,633084,0.125,0.75,gi?_d?i#3,"d?a trên m?t khái ni?m không chính xác ho?c sai l?ch, thông tin; ""gia? dô?i hy v?ng"""
a,633235,0.25,0.625,sai_l?m#2,"phát sinh l?i; ""m?t gi? ??nh sai l?m"", ""m?t quan ?i?m sai l?m v? tình hình"""
a,633235,0.25,0.625,l?m#2,"phát sinh l?i; ""anh b? l?m r?i"""
a,639842,0.875,0,l?ch_s?#2,"??c tr?ng b?i l?ch s? và cách c? x? t?t duyên dáng; ""n?u m?t ng??i ?àn ông ???c duyên dáng và l?ch s? v?i ng??i l? nó cho th?y ông là m?t công dân c?a th? gi?i"""
a,640520,0.125,0.5,??t_ng?t#4,"r?t b?t ng?, hoàn toàn không có m?t d?u hi?u gì báo tr??c ; ""c?m ??t ng?t"""
a,641640,0,0.5,b?t_l?ch_s?#1,"không l?ch_s? ; ""anh ta có thái ?? b?t l?ch s?"""
a,649586,0.5,0,quan_tr?ng#3,"??c tr?ng b?i ?ánh giá c?n th?n và hành án; ""m?t ??c quan tr?ng"", ""m?t lu?n án quan tr?ng"", ""m?t phân tích quan tr?ng c?a nh?ng bài vi?t c?a Melville"""
a,651039,0,0.625,nghiêm_tr?ng#3,"? trong tình tr?ng x?u ??n m?c tr?m tr?ng, có nguy c? d?n ??n nh?ng h?u qu? h?t s?c tai h?i; ""h?u qu? nghiêm tr?ng"""
a,652533,0,0.5,không quan_tr?ng#1,"không quan tr?ng; ""bài toán ?ó không quan tr?ng"""
a,670635,0.25,0.75,?áng_ghét#3,"x?ng ?áng là m?t l?i nguy?n; ""h?n th?t ?áng ghét"""
a,670741,0.875,0,may_m?n#1,"? vào tình hình g?p ???c ?i?u t?t lành; ""cô ta th?t may m?n"""
a,670741,0.875,0,may#1,"? vào tình hình g?p ???c ?i?u t?t lành; ""s? may"""
a,679147,0,0.75,h?ng#1,"h?i hay b? th??ng ho?c h? h?ng; ""Tôi s? không mua hàng hoá b? h? h?ng"", ""c?n bão ?? l?i m?t th?c c?a các tòa nhà b? h? h?ng n?ng"""
a,685638,0.5,0.125,quy?t_??nh#3,"??c tr?ng b?i các quy?t ??nh và v?ng ch?c; ""m?t kh? n?ng và quy?t ??nh ng??i ph? n? tr?"", ""chúng ta c?n lãnh ??o quy?t ??nh"", ""cô ?y ?ã cho anh ta m?t câu tr? l?i quy?t ??nh"""
a,688947,0.75,0,?oan_trang#1,"??c tr?ng b?i ??n, nhân ph?m và h??ng v? t?t trong cách c? x? và hành; ""cô ?y là ng??i ?oan trang, d?u dàng"""
a,689336,0.75,0.125,nghiêm_trang#1,"??c tr?ng c?a ph?m giá và ??n ; ""nét m?t nghiêm trang"""
a,622935,0.75,0.25,liêm_khi?t#1,"có ph?m ch?t trong s?ch, không tham ô, không nh?n ti?n c?a h?i l? ;""s?ng liêm khi?t"""
a,620585,0,0.625,b?t_h?p_tác#1,"không mu?n h?p tác; ""m?t nhân ch?ng b?t h?p tác"""
a,684163,0,0.625,khiêu_dâm#1,"có hành ??ng ?? kích ??ng ?? không ?oan ho?c ham mu?n, ""v? ?i?u th??ng tr? thành khiêu dâm"""
a,685924,0.5,0.125,kiên_quy?t#2,"??c tr?ng b?i các nhanh chóng và v?ng ch?c; ""ông ta tr? l?i m?t cách d?t khoát"""
a,686573,0,0.625,do_d?#1,"thi?u quy?t ?oán c?a nhân v?t do d?, không th? hành ??ng ho?c quy?t ??nh nhanh chóng hay v?ng; ""cô ta có tính do d?"""
a,687952,0.5,0,kh?ng_??nh#1,"t? tin tuyên b? là nh? v?y; ""vi?c kh?ng ??nh giá tr? c?a b?c tranh"""
a,694608,0.5,0,?ánh_b?i#1,"?ánh ??p, kh?c ph?c, không chi?n th?ng; ""k? thù b? ?ánh b?i"""
a,695024,0.5,0,b?t_kh?_chi?n_b?i#1,"chi?n th?ng; ""b?t kh? chi?n b?i trong tr?n chi?n"", ""m?t ??i b?t kh? chi?n b?i"""
a,696207,0,0.5,ngh?ch_ng?m#1,"hay ngh?ch, thích ngh?ch; ""con bé hay ngh?ch ng?m"""
a,696335,0,0.75,ngoan_c?#2,"kh?ng kh?ng không ch?u t? b? ý ngh?, hành ??ng sai trái c?a mình, m?c dù b? ph?n ??i, ch?ng ??i m?nh m? ; ""??i h?c b? ?ình ch? nh?ng ng??i bi?u tình ngoan c? nh?t"""
a,696828,0.5,0,tuân_theo#1,"x? lý ho?c s?n sàng ?? th?c hi?n; ""m?t ng??i nào ?ó tuân theo thuy?t ph?c"""
a,700451,0.75,0,xác_??nh#1,"chính xác, rõ ràng và xác ??nh rõ ràng; ""Tôi mu?n có m?t câu tr? l?i rõ ràng"", ""m?t tuyên b? xác ??nh c?a các ?i?u kho?n c?a s?"""
a,703109,0,0.625,chán_n?n#1,"b? ?nh h??ng ho?c ?ánh d?u b?ng tinh th?n th?p; ""cô ?y chán n?n nh?ng c? g?ng ?? nhìn vui v?"""
a,704609,0.625,0.25,ph?n_ch?n#1,"? tr?ng thái h?ng hái, h?ng kh?i do tác ??ng c?a m?t s? vi?c ho?c ý ngh? tích c?c, h?p nguy?n v?ng ; ""ng??i chi?n th?ng ph?n ch?n"""
a,709215,0,0.625,y?u_?u?i m?ng_manh#3,"tinh t? d? b? phá v?, h? h?ng ho?c b? phá h?y; ""cô ?y là ng??i y?u ?u?i m?ng manh"""
a,712004,0.5,0.125,d?_tính#3,"có tính d? dãi, không ?òi h?i nhi?u ?? có th? hài lòng ; ""m?t giáo viên d? tính"""
a,713351,0,0.5,tuy?t_v?ng#5,"hi?n th? c?c k? kh?n c?p ho?c c??ng ?? ??c bi?t vì nhu c?u r?t l?n ho?c mong mu?n, ""c?m th?y m?t thôi thúc tuy?t v?ng ?? thú nh?n"""
a,715140,0.625,0.25,dân_ch?#1,"??c tr?ng b?i ho?c ?ng h? ho?c d?a trên các nguyên t?c c?a n?n dân ch? hay công b?ng xã h?i; ""chính ph? dân ch?"", ""m?t n??c dân ch?"""
a,717417,0,0.625,phi dân_ch?#1,"không ??ng ý v?i ho?c theo h?c thuy?t dân ch? ho?c th?c hành hay lý t??ng; ""các công ?oàn ?ã phá v? các th? t?c qua phi dân ch? c?a mình"""
a,724397,0.625,0,ch?c_ch?n#5,"?áng tin c?y trong ho?t ??ng ho?c hi?u ?ng; ""m?t bi?n pháp kh?c ph?c nhanh chóng và ch?c ch?n"", ""m?t cách ch?c ch?n ?? phân bi?t hai"", ""b?i g? là m?t d?u hi?u ch?c ch?n c?a m?i"""
a,726317,0,0.75,b?t_l?c#3,"không th? qu?n lý ??c l?p; ""b?t l?c nh? m?t em bé"""
a,732960,0.5,0,mong_mu?n#1,"giá tr? có ho?c tìm ki?m ho?c ??t ???c; ""m?t công vi?c mong mu?n"",""m?t k?t qu? mong mu?n"""
a,736299,0,0.5,??_nát#3,"??a ??n h?y ho?i; ""sau cu?c cách m?ng quý t?c ?ã ?? nát"""
a,737116,0,0.625,??m#1,"b? phá h?y trong m?t tai n?n; ""m?t con tàu ??m"", ""m?t xa l? ??y ?? c?a chi?c xe ??m"""
a,737432,0.625,0,b?o_t?n#1,"b?o v? kh?i tác h?i, m?t mát ; ""di tích l?ch s? c?n ???c b?o t?n"""
a,738829,0.625,0,phát_hi?n#1,"có kh? n?ng ???c xác ??nh ch?c ch?n ho?c phát hi?n ra""; ""m?t ??i d??ng n?a ???c phát hi?n"""
a,741076,0.625,0,quy?t_tâm#2,"quy?t và c? g?ng th?c hi?n b?ng ???c ?i?u ?ã ??nh, tuy bi?t là có nhi?u khó kh?n, tr? ng?i; ""quy?t tâm t?ng tr??ng"""
a,745858,0.125,0.75,gian_kh?#3,"khó kh?n ?? th?c hi?n, ?òi h?i n? l?c ?áng k? v? tinh th?n và k? n?ng; ""công vi?c gian kh? c?a vi?c chu?n b? m?t t? ?i?n"""
a,746994,0.75,0.125,nh?y_c?m#2,"khó kh?n ?? x? lý; ?òi h?i l?n nguyên v?n; ""m?t ch? ?? nh?y c?m"""
a,747226,0.125,0.875,tr?c_tr?c#3,"th?t th??ng khó kh?n trong ho?t ??ng, có th? b? phi?n hà; ""tên l?a b? nhi?u quá tr?c tr?c s? ???c th? nghi?m g?n khu v?c dân c? dày ??c"", ""thành ph?n tr?c tr?c c?a h? th?ng truy?n thông"""
a,748947,0,0.5,c?_g?ng#1,"b? công s?c ra nhi?u h?n m?c bình th??ng ?? làm vi?c g; ""gi?m khi l?n c? g?ng"""
a,749040,0,0.625,b?c_b?i#2,"gây khó kh?n trong vi?c tìm ki?m m?t câu tr? l?i hay gi?i pháp, nhi?u tranh ch?p; ""b?c b?i v?n ?? ?u tiên"""
a,751525,0.5,0.25,nghiêm#1,"có hay th? hi?n nhân ph?m, ??c bi?t là hình th?c ho?c stateliness ? mang ho?c xu?t hi?n; ""thái ?? trang nghiêm c?a mình"", ""giám ??c c?a tr??ng ?ã ???c m?t mái tóc tr?ng trang nghiêm quý ông"""
a,752847,0,0.625,ng?_ng?n#3,"c?m h?ng khinh th??ng h?i; ""m?t cách tr? l?i ng? ng?n"""
a,754873,0.25,0.5,c?u_th?#1,"??c tr?ng b?i quá ?áng, b? bê, thi?u quan tâm;""cha m? c?u th?"", ""c?u th? c?a các chi ti?t"", ""c?u th? trong th? c?a mình"""
a,757923,0.625,0,t?p_trung#5,"d?n s?c ho?t ??ng, h??ng các ho?t ??ng vào m?t vi?c gì ; ""t?p trung t? t??ng"""
a,509206,0,0.625,không t??ng_thích#4,"không có kh? n?ng ???c s? d?ng ho?c k?t n?i v?i các thi?t b? khác ho?c các thành ph?n mà không s?a ??i; ""ph?n m?m không t??ng thích v?i linux"""
a,513165,0,0.75,không c?nh_tranh#1,"tranh ?ua nhau ?? giành l?y l?i ích v? phía mình, gi?a nh?ng ng??i, nh?ng t? ch?c có cùng l?nh v?c ho?t ??ng nh? nhau ; ""không c?nh tranh v? trí"", ""không c?nh tranh lãi su?t trong các trò ch?i"""
a,514717,0,0.625,không nén ???c#1,"không có kh? n?ng b? nén, ch?u nén, ""??ng rác không nén ???c"""
a,553899,0,0.625,không cân_??i#1,"không ??ng ý ho?c s? hòa h?p, ""không cân ??i quan ?i?m v?i nh?ng ý t??ng hi?n nay"""
a,759169,0.5,0,l?ch_thi?p#2,"t? ra bi?t cách giao thi?p, làm v?a lòng ng??i ti?p xúc v?i mình ; ""cách c? x? l?ch thi?p"""
a,760783,0,0.75,xa_lánh#1,"gây ra s? thù ??ch ho?c m?t thân thi?n; ""ch? ?y hay xa lánh tôi"""
a,764301,0,0.5,vô_t?i_v?#2,"th?ng th?n tr?c ti?p và th?ng th?n nh?ng, t?t b?ng; ""làm m?t cách vô t?i v?"""
a,764484,0.5,0.125,th?ng#1,"không kiêng n?, không che gi?u, không úp m?, dám nói lên s? th?t ho?c nói ?úng nh?ng ?i?u mình ngh? ; ""nói th?ng"""
a,765173,0,0.625,tàn_b?o#4,"??c ác và hung b?o ; ""cách ??i x? tàn b?o ch?a t?ng th?y"""
a,771373,0.875,0,sành_?i?u#1,"có ho?c ti?t l? cái nhìn s?c bén và s? phán ?oán t?t; ""m?t nhà phê bình sành ?i?u"", ""m?t ng??i ??c sành ?i?u"""
a,771803,0.625,0,sáng_su?t#2,"có kh? n?ng nh?n th?c ?úng ??n, giúp gi?i quy?t v?n ?? m?t cách t?nh táo, không sai l?m ; ""??u óc sáng su?t"""
a,772910,0.625,0,kín_?áo#1,"?ánh d?u b?ng s? khiêm t?n và th?n tr?ng ho?c t? ki?m ch? khôn ngoan; ""tr? lý tin c?y kín ?áo c?a mình"""
a,773579,0.625,0,phân_bi?t ??i_x?#1,"?ánh d?u b?ng kh? n?ng nhìn th?y ho?c làm cho s? phân bi?t ti?n ph?t; ""b?n án phân bi?t ??i x?"""
a,773759,0.125,0.625,b?a_bãi#2,"không có tr?t t?, không k? gì tr?t t? ; ""thói quen ??c b?a bãi"", ""m?t h?n h?p b?a bãi c?a màu s?c và phong cách"""
a,774006,0,0.75,l?ng_nh?ng#1,"?? các th? b?t kì, tu? ti?n và ch?ng có giá tr? gì ; ""h?n vi?t l?ng nh?ng trên gi?y"""
a,774676,0.5,0,?ánh_giá cao#2,"có hay trân tr?ng hay m?t phán quy?t thu?n l?i quan tr?ng ho?c ý ki?n; ""?ánh giá cao v? m?t phong c?nh ??p"", ""m?t ti?ng c??i tán th??ng t? phía khán gi?"""
a,775693,0.625,0,ch?n_l?c#1,"ch?m sóc ?? ch?n, ??c tr?ng b?i s? l?a ch?n c?n th?n; ""m?t ??u ??c ??c bi?t nhanh chóng và ch?n l?c"""
a,785889,0.75,0,không r?i_r?c#1,"không chia, chia thành nhi?u ph?n; ""các l?p ?ã ???c h?p nh?t thành m?t kh?i không r?i r?c"""
a,787136,0.125,0.5,??c_?oán#1,"dùng quy?n c?a mình mà ??nh ?o?t công vi?c theo ý riêng, b?t ch?p ý ki?n c?a nh?ng ng??i khác ; ""quy?t ??nh ??c ?oán"""
a,788032,0.125,0.5,b?t_n?t#1,"c?y quy?n th?, s?c m?nh mà do? d?m làm cho ph?i s? ; ""b?t n?t tr? con"""
a,788821,0.75,0,ph?c_tùng#1,"tuân theo, không làm trái l?i ; ""công ch?c ph?c tùng"""
a,791131,0.25,0.75,không_ph?c#1,"không làm theo ho?c không ph?c tùng; ""tôi không ph?c anh"""
a,792476,0.625,0,s?_h?u#3,"có ho?c hi?n th? m?t mong mu?n ki?m soát ho?c chi ph?i; ""cha m? s? h?u"""
a,795078,0.5,0.125,khoa_tr??ng#1,"có h?ng thú và h?p d?n v? c?m xúc c?a câu chuy?n c??ng ?i?u; ""anh ta có tính khoa tr??ng"""
a,796591,0.5,0,s?c_s?#2,"có nhi?u màu s?c sáng, chói xen l?n nhau ; ""qu?n áo s?c s?"""
a,799517,0.625,0,t?nh_táo#1,"? tr?ng thái t?nh, không bu?n ng?, không say, không mê; ""ng??i b?nh ?ã hoàn toàn t?nh táo"""
a,804695,0.5,0,sinh_??ng#1,"??y ?? c?a cu?c s?ng và n?ng l??ng; ""khu v??n sinh ??ng"""
a,805566,0.625,0.25,mát_m?#1,"át, có v? nh? nh? nhàng nh?ng th?t ra là có ý m?a mai, chê trách, h?n d?i; ""buông l?i mát m?"""
a,805810,0.75,0.25,l?p_lánh#3,"có ánh sáng ph?n chi?u không liên t?c, nh?ng ??u ??n, v? sinh ??ng ; ""m?t sáng l?p lánh"""
a,810636,0,0.5,l?c_h?u#4,"có ít h?n ti?n ?? bình th??ng; ""m?t ??t n??c l?c h?u v? kinh t?"""
a,810916,0.625,0.25,ham#1,"có ho?c hi?n th? quan tâm ho?c mong mu?n mãnh li?t hay th? thi?u kiên nh?n; ""ham h?c"""
a,821959,0.625,0.125,danh_d?#1,"cho là m?t vinh d? mà không có nh?ng nhi?m v? bình th??ng; ""m?t b?ng danh d?"""
a,822115,0.625,0,d?_dàng#3,"có v? d?, không ?òi h?i nhi?u ?i?u ki?n, nhi?u công phu ; ""làm ?n d? dàng"""
a,830717,0.25,0.75,ít_h?c#1,"không có m?t n?n giáo d?c t?t; ""ng??i thi?u s? th??ng ít h?c"""
a,834048,0,0.75,không_còn t?n_t?i#1,"không còn hi?u l?c, s? d?ng, không ho?t ??ng; ""m?t lu?t không còn t?n t?i"", ""m?t t? ch?c không còn t?n t?i"""
a,837977,0,0.5,v?t_v?#2,"? vào tình tr?ng ph?i b? ra nhi?u s?c l?c hay tâm trí vào m?t vi?c gì trong m?t th?i gian dài; ""ng??i nông dân quanh n?m v?t v?"""
a,841403,0,0.5,m?nh_m?#1,"??c tr?ng b?i ho?c toàn b? l?c ho?c s?c m?nh (th??ng nh?ng không nh?t thi?t th? ch?t); ""m?t ng??i m?nh m?"""
a,848074,0.5,0,b?t_bu?c#1,"v? m?t ??o ??c hay pháp lý ràng bu?c hay b?t bu?c; ""t?i nhà là b?t bu?c"", ""m?t ?óng góp b?t bu?c"""
a,851744,0.5,0,??_?i?u_ki?n#1,"?? tiêu chu?n ho?c cho phép ho?c x?ng ?áng ???c ch?n; ""?? ?i?u ki?n ?? ch?y cho các v?n phòng"", ""h?i ?? ?i?u ki?n cho phúc l?i h?u trí"", ""m?t c? nhân ?? ?i?u ki?n"""
a,852197,0.5,0,x?ng_?áng#2 phù_h?p mong_mu?n#2,"x?ng ?áng là l?a ch?n ??c bi?t là khi m?t ng??i ph?i ng?u, ""các b?c cha m? th?y các cô gái thích h?p cho con trai c?a h?"""
a,854255,0.5,0.25,c?m#1,"??c tr?ng b?i c?m xúc ; ""c?m th?y l?nh"""
a,858558,0.75,0,kiên_nh?n#1,"có kh? n?ng ti?p t?c làm vi?c ?ã ??nh m?t cách b?n b?, không n?n lòng, m?c dù th?i gian kéo dài, k?t qu? còn ch?a th?y ; ""kiên nh?n ch? ??i"""
a,864693,0,0.625,th?t_nghi?p#1,"không tham gia vào m?t ngh? nghi?p nào; ""công nhân th?t nghi?p ?ã tu?n hành v? th? ?ô"""
a,865620,0.75,0,say_mê#1,"??y ng?c nhiên và thích thú; ""cô ta th?c s? say mê b? phim"""
a,866047,0,0.875,th?t_v?ng#1,"m?t h?t hi v?ng, không còn trông mong gì ???c n?a ; ""cô ?y l?c ??u th?t v?ng"""
a,866392,0.5,0.375,v?_m?ng#1,"gi?i thoát kh?i ?o t??ng; ""th?t b?i làm cô ?y v? m?ng"""
a,876465,0.25,0.5,l?_?ãng#1,"thi?u ni?m say mê ho?c s? lanh l?; ""ông ?ã l? ?ãng và chán"""
a,883830,0,0.625,t?i_gi?n#1,"không có kh? n?ng ???c th?c hi?n nh? h?n ho?c ??n gi?n; ""m?t t?i thi?u t?i gi?n"", ""m?t công th?c t?i gi?n"""
a,884007,0.5,0,giác_ng?#1,"hi?u ra ho?c làm cho hi?u ra l? ph?i trái; ""giác ng? cách m?ng"""
a,885415,0.25,0.625,không gan_d?#1," không dám m?o hi?m ; ""anh ?y không gan d?"""
a,885695,0.625,0,nhi?t_tình#1,"có hay th?y h?ng thú và quan tâm r?t l?n; ""?ám ?ông ??y nhi?t tình ???ng ph?"", ""m?t ph?n ?ng nhi?t tình"""
a,888765,0.375,0.5,ganh_t?#1,"khó ch?u, b?c d?c v?i ng??i ???c h??ng cái gì ?ó (th??ng là v? tinh th?n, tình c?m) h?n mình, có ???c cái mình mu?n mà không có ; ""ghen ?n v?i em"""
a,889239,0.75,0,nh?_nhà#1,"khao khát tr? v? nhà; ""tuy xa nhà ch?a lâu nh?ng cô r?t nh? nhà"""
a,899612,0.125,0.5,ph?c_t?p#1,"?òi h?i ki?n th?c bí m?t hay bí ?n; ""các nghiên c?u khoa h?c ph?c t?p c?a C?m x?"""
a,904163,0.75,0,tôn_kính#1,"x?ng ?áng tôn tr?ng ho?c ??i cao ; ""các v? th?n r?t ???c tôn kính"""
a,904548,0,0.75,khinh#1,"?áng khinh mi?t ho?c khinh mi?t ; ""hành ??ng th?t ?áng  khinh"""
a,905181,0.333,0.667,th??ng_tâm#1 th?m_h?i ?áng_th??ng#2,"c?m h?ng pha tr?n s? khinh th??ng và th??ng h?i; ""nh?ng n? l?c c?a h? ?ã ???c th?m h?i"", ""thi?u nhân v?t ?áng th??ng"""
a,905386,0.625,0,??o_??c#2,"phù h?p v?i tiêu chu?n ???c ch?p nh?n hành vi xã h?i ho?c chuyên nghi?p; ""m?t lu?t s? có ??o ??c"", ""??o ??c hành ngh? y"", ""m?t v?n ?? ??o ??c"", ""?ã không ph?n ??i ??o ??c ?? u?ng""; "" Chúng ta là m?t th? gi?i c?a ng??i kh?ng l? h?t nhân và tr? s? sinh có ??o ??c "" Omar N. Bradley"
a,905905,0.5,0,mi?n_phí#1,"truy?n ??t hay gi?ng nh? m?t l?i khen; ""u?ng trà mi?n phí"""
a,906312,0.5,0.25,ca_ng?i#1,"??y ?? ho?c cho l?i khen ng?i; ""ca ng?i nh?ng ng??i anh hùng ?ã hi sinh cho dân t?c"""
a,907032,0,0.75,chê_bai#1,"t? l?i chê; ""lên ti?ng chê bai"""
a,912814,0,0.75,loang_l?#1,"không ??u ho?c không ??ng ??u trong k?t c?u, ch?t l??ng;  ""s??ng mù loang l?"""
a,919984,0.25,0.5,?iên#3,"s? h?u b?i s? ph?n khích quá m?c; ""?ám ?ông ?iên"""
a,923993,0,0.5,khi?n_trách#1,"phê phán nghiêm kh?c khuy?t ?i?m c?a c?p d??i ; ""h?n b? khi?n trách vì thi?u tinh th?n trách nhi?m"""
a,925560,0.625,0,c?n_ki?t#1,"c?n s?ch, ??n m?c không còn tìm ?âu, l?y ?âu ra n?a ; ""nguyên li?u c?n ki?t"""
a,925820,0.625,0,tái_t?o#2,"có kh? n?ng ???c gia h?n, thay th?; ""n?ng l??ng tái t?o nh? n?ng l??ng m?t tr?i là vô t?n v? m?t lý thuy?t"""
a,932695,0,0.75,tiêu_hao#1,"gi?m chi tiêu; ""tiêu hao n?ng l??ng"""
